order_id,order_date,order_time,year,month,month_name,quarter,day_ofweek,customer_id,customer_name,customer_type,customer_city,customer_country,contact_email,contact_phone,product_id,product_name,product_code,product_category,product_sub_category,product_description,order_quantity,unit_price,total_price,delivery_date,delivery_location,factory_id,factory_name,factory_location,factory_city,factory_country,factory_capacity,assembly_line_id,assembly_line_name,line_type,line_capacity,current_load,scheduled_start_date,actual_start_date,scheduled_end_date,actual_end_date,production_status,completion_percent,quality_score,defects,rework_required,scheduled_delivery,actual_delivery,delivery_status,delay_days,note
ORD00000280,2024-08-06,11:19,2024,2,February,Q1,Monday,CUST000081,Customer 81,OEM,Mumbai,India,customer81@company.com,9668092677,PROD000131,Product 131,PC679175,Electronics,Controllers,High-quality Product 131,425,2692.36,1144253,2024-07-17,"Mumbai, 920567",FAC01,Factory 1,Plant 1,Mumbai,India,962670,LINE011,Assembly Line 11,Assembly,11929,28697,2024-01-08,2024-07-18,2024-11-24,2024-04-22,Planned,25,90.99,24,Yes,2024-02-16,null,Pending,5,Order ORD00000280 - Production running smoothly
ORD00000281,2024-08-16,09:16,2024,5,May,Q2,Tuesday,CUST000082,Customer 82,Distributor,Delhi,India,customer82@company.com,9501762223,PROD000132,Product 132,PC883398,Automotive,Engines,High-quality Product 132,401,1091.02,437499.02,2024-09-13,"Delhi, 666272",FAC02,Factory 2,Plant 2,Delhi,India,424379,LINE012,Assembly Line 12,Welding,46630,5260,2024-07-13,2024-05-23,2024-10-22,2024-08-27,In Progress,22,91.48,15,Yes,2024-11-26,2024-09-04,Shipped,15,Order ORD00000281 - Production running smoothly
ORD00000282,2024-04-19,09:17,2024,10,October,Q4,Wednesday,CUST000083,Customer 83,Retailer,Bangalore,India,customer83@company.com,9513035631,PROD000133,Product 133,PC535112,Machinery,Pumps,High-quality Product 133,587,1722.47,1011089.89,2024-11-20,"Bangalore, 542034",FAC03,Factory 3,Plant 3,Bangalore,India,125187,LINE013,Assembly Line 13,Painting,27771,39855,2024-04-06,null,2024-03-16,2024-04-11,Completed,5,72.6,10,No,2024-02-11,2024-11-08,In Transit,18,Order ORD00000282 - Quality issues detected
ORD00000283,2024-02-23,11:47,2024,3,March,Q1,Thursday,CUST000084,Customer 84,Corporate,Pune,India,customer84@company.com,9861598262,PROD000134,Product 134,PC791473,Consumer Goods,Appliances,High-quality Product 134,640,553.16,354022.4,2024-06-07,"Pune, 820227",FAC04,Factory 4,Plant 4,Pune,India,792102,LINE014,Assembly Line 14,Packaging,10270,22876,2024-09-11,2024-02-07,2024-03-16,null,On Hold,85,87.82,22,Yes,2024-03-19,2024-03-23,Delivered,19,Order ORD00000283 - Production running smoothly
ORD00000284,2024-05-22,12:57,2024,8,August,Q3,Friday,CUST000085,Customer 85,Individual,Hyderabad,India,customer85@company.com,9139093282,PROD000135,Product 135,PC458164,Industrial Equipment,Motors,High-quality Product 135,339,4361.71,1478619.69,2024-05-08,"Hyderabad, 789810",FAC05,Factory 5,Plant 5,Hyderabad,India,337128,LINE015,Assembly Line 15,Testing,23696,31453,2024-11-23,2024-05-17,2024-04-13,2024-06-06,Cancelled,90,93.31,36,Yes,2024-09-04,2024-02-08,Delayed,19,Order ORD00000284 - Production running smoothly
ORD00000285,2024-05-10,17:39,2024,1,January,Q1,Saturday,CUST000086,Customer 86,OEM,Chennai,India,customer86@company.com,9409936774,PROD000136,Product 136,PC598582,Electronics,Controllers,High-quality Product 136,82,267.17,21907.94,2024-09-08,"Chennai, 525406",FAC06,Factory 6,Plant 6,Chennai,India,968639,LINE016,Assembly Line 16,Assembly,47979,768,2024-10-05,null,2024-04-09,2024-10-15,Planned,85,96.05,18,Yes,2024-09-18,2024-09-15,Pending,13,Order ORD00000285 - Production running smoothly
ORD00000286,2024-07-06,16:16,2024,1,January,Q1,Sunday,CUST000087,Customer 87,Distributor,Kolkata,India,customer87@company.com,9314966930,PROD000137,Product 137,PC649105,Automotive,Engines,High-quality Product 137,666,4926.77,3281228.82,2024-04-17,"Kolkata, 493764",FAC07,Factory 7,Plant 7,Kolkata,India,217485,LINE017,Assembly Line 17,Welding,29506,34926,2024-10-14,2024-03-06,2024-08-15,null,In Progress,23,73.81,23,Yes,2024-09-12,2024-01-22,Shipped,-4,Order ORD00000286 - Quality issues detected
ORD00000287,2024-01-13,12:35,2024,9,September,Q3,Monday,CUST000088,Customer 88,Retailer,Jaipur,India,customer88@company.com,9581463711,PROD000138,Product 138,PC293677,Machinery,Pumps,High-quality Product 138,706,321.95,227296.7,2024-06-24,"Jaipur, 619299",FAC08,Factory 8,Plant 8,Jaipur,India,194872,LINE018,Assembly Line 18,Painting,45202,22510,2024-03-20,2024-08-02,2024-08-09,2024-07-16,Completed,52,86.72,14,Yes,2024-09-27,2024-09-15,In Transit,4,Order ORD00000287 - Production running smoothly
ORD00000288,2024-03-19,09:29,2024,12,December,Q4,Tuesday,CUST000089,Customer 89,Corporate,Mumbai,India,customer89@company.com,9919627297,PROD000139,Product 139,PC371114,Consumer Goods,Appliances,High-quality Product 139,225,4443.35,999753.75,2024-06-01,"Mumbai, 885850",FAC01,Factory 1,Plant 1,Mumbai,India,434871,LINE019,Assembly Line 19,Packaging,12912,21035,2024-02-26,null,2024-07-04,2024-09-10,On Hold,16,86.87,27,Yes,2024-08-14,2024-06-20,Delivered,11,Order ORD00000288 - Production running smoothly
ORD00000289,2024-08-14,17:59,2024,3,March,Q1,Wednesday,CUST000090,Customer 90,Individual,Delhi,India,customer90@company.com,9486475799,PROD000140,Product 140,PC761983,Industrial Equipment,Motors,High-quality Product 140,822,4633.91,3809074.02,2024-04-17,"Delhi, 253413",FAC02,Factory 2,Plant 2,Delhi,India,690582,LINE020,Assembly Line 20,Testing,18019,35011,2024-11-05,2024-02-09,2024-04-13,2024-03-07,Cancelled,78,90.24,11,Yes,2024-05-05,2024-03-21,Delayed,-4,Order ORD00000289 - Production running smoothly
ORD00000290,2024-12-23,13:45,2024,8,August,Q3,Thursday,CUST000091,Customer 91,OEM,Bangalore,India,customer91@company.com,9763297086,PROD000141,Product 141,PC676975,Electronics,Controllers,High-quality Product 141,562,1193.95,670999.9,2024-04-01,"Bangalore, 713616",FAC03,Factory 3,Plant 3,Bangalore,India,894418,LINE021,Assembly Line 21,Assembly,21815,21504,2024-08-17,null,2024-12-14,2024-03-08,Planned,49,99.71,7,No,2024-05-07,2024-10-03,Pending,-4,Order ORD00000290 - Production running smoothly
ORD00000291,2024-09-05,16:57,2024,2,February,Q1,Friday,CUST000092,Customer 92,Distributor,Pune,India,customer92@company.com,9869334700,PROD000142,Product 142,PC804359,Automotive,Engines,High-quality Product 142,308,2890.02,890126.16,2024-12-27,"Pune, 525804",FAC04,Factory 4,Plant 4,Pune,India,173490,LINE022,Assembly Line 22,Welding,24831,34123,2024-09-21,2024-07-24,2024-12-17,null,In Progress,28,83,11,Yes,2024-11-18,2024-09-24,Shipped,19,Order ORD00000291 - Quality issues detected
ORD00000292,2024-02-04,17:55,2024,6,June,Q2,Saturday,CUST000093,Customer 93,Retailer,Hyderabad,India,customer93@company.com,9540119579,PROD000143,Product 143,PC912374,Machinery,Pumps,High-quality Product 143,833,1646.42,1371467.86,2024-08-23,"Hyderabad, 678730",FAC05,Factory 5,Plant 5,Hyderabad,India,706832,LINE023,Assembly Line 23,Painting,44020,27608,2024-08-11,2024-06-12,2024-09-10,null,Completed,64,71.8,48,Yes,2024-06-28,null,In Transit,16,Order ORD00000292 - Quality issues detected
ORD00000293,2024-11-05,14:12,2024,6,June,Q2,Sunday,CUST000094,Customer 94,Corporate,Chennai,India,customer94@company.com,9203344579,PROD000144,Product 144,PC395258,Consumer Goods,Appliances,High-quality Product 144,984,3801.59,3740764.56,2024-06-26,"Chennai, 158457",FAC06,Factory 6,Plant 6,Chennai,India,872018,LINE024,Assembly Line 24,Packaging,49950,28555,2024-04-04,2024-02-05,2024-07-03,2024-07-20,On Hold,16,70.83,26,Yes,2024-11-11,2024-08-28,Delivered,1,Order ORD00000293 - Quality issues detected
ORD00000294,2024-07-26,08:23,2024,7,July,Q3,Monday,CUST000095,Customer 95,Individual,Kolkata,India,customer95@company.com,9577068529,PROD000145,Product 145,PC240784,Industrial Equipment,Motors,High-quality Product 145,566,2933.77,1660513.82,2024-12-05,"Kolkata, 458910",FAC07,Factory 7,Plant 7,Kolkata,India,691227,LINE025,Assembly Line 25,Testing,35607,1644,2024-06-28,2024-04-24,2024-11-18,2024-09-21,Cancelled,86,72.68,36,Yes,2024-06-12,null,Delayed,-4,Order ORD00000294 - Quality issues detected
ORD00000295,2024-07-05,15:23,2024,5,May,Q2,Tuesday,CUST000096,Customer 96,OEM,Jaipur,India,customer96@company.com,9615420748,PROD000146,Product 146,PC412667,Electronics,Controllers,High-quality Product 146,604,1330.67,803724.68,2024-10-05,"Jaipur, 908348",FAC08,Factory 8,Plant 8,Jaipur,India,245652,LINE026,Assembly Line 26,Assembly,11261,23377,2024-10-15,2024-09-03,2024-04-25,2024-07-25,Planned,66,86.64,49,Yes,2024-11-28,2024-08-04,Pending,1,Order ORD00000295 - Production running smoothly
ORD00000296,2024-08-26,08:05,2024,12,December,Q4,Wednesday,CUST000097,Customer 97,Distributor,Mumbai,India,customer97@company.com,9349531208,PROD000147,Product 147,PC683561,Automotive,Engines,High-quality Product 147,876,857.77,751406.52,2024-02-10,"Mumbai, 935009",FAC01,Factory 1,Plant 1,Mumbai,India,986009,LINE027,Assembly Line 27,Welding,35792,7846,2024-07-07,2024-11-27,2024-04-28,2024-11-21,In Progress,31,89.79,37,Yes,2024-08-05,2024-05-10,Shipped,6,Order ORD00000296 - Production running smoothly
ORD00000297,2024-02-26,10:22,2024,12,December,Q4,Thursday,CUST000098,Customer 98,Retailer,Delhi,India,customer98@company.com,9199732818,PROD000148,Product 148,PC394055,Machinery,Pumps,High-quality Product 148,928,2171.59,2015235.52,2024-08-05,"Delhi, 653790",FAC02,Factory 2,Plant 2,Delhi,India,616268,LINE028,Assembly Line 28,Painting,19511,28573,2024-11-25,null,2024-07-28,2024-08-13,Completed,68,75.89,19,Yes,2024-08-24,2024-04-24,In Transit,18,Order ORD00000297 - Quality issues detected
ORD00000298,2024-08-26,14:46,2024,2,February,Q1,Friday,CUST000099,Customer 99,Corporate,Bangalore,India,customer99@company.com,9162171677,PROD000149,Product 149,PC859139,Consumer Goods,Appliances,High-quality Product 149,972,3152.26,3063996.72,2024-05-07,"Bangalore, 851046",FAC03,Factory 3,Plant 3,Bangalore,India,690334,LINE029,Assembly Line 29,Packaging,21998,10357,2024-08-26,2024-02-16,2024-08-13,2024-03-03,On Hold,59,96.32,10,No,2024-04-23,2024-04-16,Delivered,7,Order ORD00000298 - Production running smoothly
ORD00000299,2024-07-09,15:43,2024,1,January,Q1,Saturday,CUST000100,Customer 100,Individual,Pune,India,customer100@company.com,9217551385,PROD000150,Product 150,PC454105,Industrial Equipment,Motors,High-quality Product 150,886,2651.76,2349459.36,2024-01-13,"Pune, 189006",FAC04,Factory 4,Plant 4,Pune,India,300024,LINE030,Assembly Line 30,Testing,11902,28656,2024-09-19,2024-11-03,2024-09-05,2024-11-25,Cancelled,72,94.93,28,Yes,2024-07-01,2024-04-21,Delayed,14,Order ORD00000299 - Production running smoothly
ORD00000300,2024-09-16,08:34,2024,11,November,Q4,Sunday,CUST000101,Customer 101,OEM,Hyderabad,India,customer101@company.com,9200429406,PROD000001,Product 1,PC620942,Electronics,Controllers,High-quality Product 1,366,3086.77,1129757.82,2024-10-22,"Hyderabad, 930453",FAC05,Factory 5,Plant 5,Hyderabad,India,216798,LINE001,Assembly Line 1,Assembly,47593,34021,2024-08-11,2024-04-24,2024-09-02,null,Planned,37,76.93,35,Yes,2024-03-23,2024-11-06,Pending,8,Order ORD00000300 - Quality issues detected
ORD00000301,2024-01-28,12:58,2024,3,March,Q1,Monday,CUST000102,Customer 102,Distributor,Chennai,India,customer102@company.com,9550578763,PROD000002,Product 2,PC701483,Automotive,Engines,High-quality Product 2,887,3044.01,2700036.87,2024-03-21,"Chennai, 952907",FAC06,Factory 6,Plant 6,Chennai,India,333671,LINE002,Assembly Line 2,Welding,22410,14750,2024-09-11,2024-02-25,2024-10-23,2024-07-12,In Progress,14,84.91,35,Yes,2024-08-21,2024-03-24,Shipped,11,Order ORD00000301 - Quality issues detected
ORD00000302,2024-08-09,08:38,2024,6,June,Q2,Tuesday,CUST000103,Customer 103,Retailer,Kolkata,India,customer103@company.com,9403413572,PROD000003,Product 3,PC699670,Machinery,Pumps,High-quality Product 3,342,2185.65,747492.3,2024-11-19,"Kolkata, 478168",FAC07,Factory 7,Plant 7,Kolkata,India,771999,LINE003,Assembly Line 3,Painting,37566,23969,2024-10-12,2024-04-17,2024-12-01,2024-09-10,Completed,85,94.17,33,Yes,2024-10-25,2024-03-01,In Transit,11,Order ORD00000302 - Production running smoothly
ORD00000303,2024-11-09,16:35,2024,7,July,Q3,Wednesday,CUST000104,Customer 104,Corporate,Jaipur,India,customer104@company.com,9400741940,PROD000004,Product 4,PC373220,Consumer Goods,Appliances,High-quality Product 4,692,3040.27,2103866.84,2024-10-09,"Jaipur, 975693",FAC08,Factory 8,Plant 8,Jaipur,India,154179,LINE004,Assembly Line 4,Packaging,30956,31845,2024-10-16,2024-03-09,2024-11-12,null,On Hold,97,87.92,33,Yes,2024-08-18,2024-06-09,Delivered,-5,Order ORD00000303 - Production running smoothly
ORD00000304,2024-06-28,15:16,2024,5,May,Q2,Thursday,CUST000105,Customer 105,Individual,Mumbai,India,customer105@company.com,9712056259,PROD000005,Product 5,PC678318,Industrial Equipment,Motors,High-quality Product 5,831,4172.26,3467148.06,2024-03-15,"Mumbai, 189926",FAC01,Factory 1,Plant 1,Mumbai,India,415170,LINE005,Assembly Line 5,Testing,46942,1784,2024-09-15,2024-07-19,2024-02-18,null,Cancelled,40,80.76,49,Yes,2024-11-11,2024-01-20,Delayed,7,Order ORD00000304 - Quality issues detected
ORD00000305,2024-04-25,08:26,2024,11,November,Q4,Friday,CUST000106,Customer 106,OEM,Delhi,India,customer106@company.com,9956739791,PROD000006,Product 6,PC246453,Electronics,Controllers,High-quality Product 6,695,3136.28,2179714.6,2024-09-19,"Delhi, 647740",FAC02,Factory 2,Plant 2,Delhi,India,999887,LINE006,Assembly Line 6,Assembly,31129,14716,2024-07-23,2024-07-08,2024-05-18,2024-06-04,Planned,42,79.02,33,Yes,2024-04-04,null,Pending,11,Order ORD00000305 - Quality issues detected
ORD00000306,2024-10-16,12:18,2024,6,June,Q2,Saturday,CUST000107,Customer 107,Distributor,Bangalore,India,customer107@company.com,9646522949,PROD000007,Product 7,PC617196,Automotive,Engines,High-quality Product 7,885,2347.75,2077758.75,2024-03-08,"Bangalore, 128029",FAC03,Factory 3,Plant 3,Bangalore,India,937483,LINE007,Assembly Line 7,Welding,22146,14356,2024-01-25,null,2024-08-14,2024-09-04,In Progress,81,96.32,12,Yes,2024-03-26,2024-08-01,Shipped,-5,Order ORD00000306 - Production running smoothly
ORD00000307,2024-01-12,15:39,2024,6,June,Q2,Sunday,CUST000108,Customer 108,Retailer,Pune,India,customer108@company.com,9954024308,PROD000008,Product 8,PC552581,Machinery,Pumps,High-quality Product 8,251,2410.01,604912.51,2024-05-08,"Pune, 245085",FAC04,Factory 4,Plant 4,Pune,India,862605,LINE008,Assembly Line 8,Painting,49989,23344,2024-01-23,2024-07-12,2024-07-13,2024-12-16,Completed,93,83.35,18,Yes,2024-06-09,2024-10-15,In Transit,2,Order ORD00000307 - Quality issues detected
ORD00000308,2024-01-24,16:06,2024,2,February,Q1,Monday,CUST000109,Customer 109,Corporate,Hyderabad,India,customer109@company.com,9303843942,PROD000009,Product 9,PC649256,Consumer Goods,Appliances,High-quality Product 9,958,326.45,312739.1,2024-05-14,"Hyderabad, 342381",FAC05,Factory 5,Plant 5,Hyderabad,India,369721,LINE009,Assembly Line 9,Packaging,15418,24247,2024-04-21,2024-04-10,2024-11-16,null,On Hold,25,86.24,43,Yes,2024-11-18,2024-01-20,Delivered,13,Order ORD00000308 - Production running smoothly
ORD00000309,2024-01-12,11:53,2024,7,July,Q3,Tuesday,CUST000110,Customer 110,Individual,Chennai,India,customer110@company.com,9448066234,PROD000010,Product 10,PC117112,Industrial Equipment,Motors,High-quality Product 10,265,3192.15,845919.75,2024-09-05,"Chennai, 533429",FAC06,Factory 6,Plant 6,Chennai,India,134717,LINE010,Assembly Line 10,Testing,32893,21580,2024-03-06,2024-05-13,2024-05-12,null,Cancelled,20,76.96,14,Yes,2024-04-19,2024-04-23,Delayed,16,Order ORD00000309 - Quality issues detected
ORD00000310,2024-01-17,16:59,2024,1,January,Q1,Wednesday,CUST000111,Customer 111,OEM,Kolkata,India,customer111@company.com,9771205638,PROD000011,Product 11,PC271007,Electronics,Controllers,High-quality Product 11,110,3710.77,408184.7,2024-06-16,"Kolkata, 373981",FAC07,Factory 7,Plant 7,Kolkata,India,580302,LINE011,Assembly Line 11,Assembly,45102,29134,2024-11-25,null,2024-12-25,null,Planned,8,74.05,35,Yes,2024-07-23,2024-02-14,Pending,-1,Order ORD00000310 - Quality issues detected
ORD00000311,2024-02-01,08:49,2024,1,January,Q1,Thursday,CUST000112,Customer 112,Distributor,Jaipur,India,customer112@company.com,9703251083,PROD000012,Product 12,PC908710,Automotive,Engines,High-quality Product 12,940,225.33,211810.2,2024-12-04,"Jaipur, 249776",FAC08,Factory 8,Plant 8,Jaipur,India,747178,LINE012,Assembly Line 12,Welding,19376,23564,2024-05-22,null,2024-03-24,2024-10-24,In Progress,39,70.43,28,Yes,2024-10-07,2024-09-08,Shipped,20,Order ORD00000311 - Quality issues detected
ORD00000312,2024-10-09,15:49,2024,11,November,Q4,Friday,CUST000113,Customer 113,Retailer,Mumbai,India,customer113@company.com,9787885197,PROD000013,Product 13,PC955689,Machinery,Pumps,High-quality Product 13,905,3556.35,3218496.75,2024-01-21,"Mumbai, 550976",FAC01,Factory 1,Plant 1,Mumbai,India,117433,LINE013,Assembly Line 13,Painting,15580,30377,2024-02-18,2024-06-14,2024-09-14,2024-08-22,Completed,79,73.77,2,No,2024-07-24,2024-05-13,In Transit,9,Order ORD00000312 - Quality issues detected
ORD00000313,2024-09-17,10:03,2024,2,February,Q1,Saturday,CUST000114,Customer 114,Corporate,Delhi,India,customer114@company.com,9986481321,PROD000014,Product 14,PC245949,Consumer Goods,Appliances,High-quality Product 14,850,2783.96,2366366,2024-01-28,"Delhi, 378191",FAC02,Factory 2,Plant 2,Delhi,India,470048,LINE014,Assembly Line 14,Packaging,8312,31962,2024-12-09,2024-03-04,2024-11-25,2024-09-27,On Hold,43,76.75,39,Yes,2024-06-05,2024-10-27,Delivered,18,Order ORD00000313 - Quality issues detected
ORD00000314,2024-01-18,15:26,2024,2,February,Q1,Sunday,CUST000115,Customer 115,Individual,Bangalore,India,customer115@company.com,9481302388,PROD000015,Product 15,PC269040,Industrial Equipment,Motors,High-quality Product 15,346,1232.36,426396.56,2024-09-16,"Bangalore, 864860",FAC03,Factory 3,Plant 3,Bangalore,India,670552,LINE015,Assembly Line 15,Testing,39459,21836,2024-02-13,2024-09-10,2024-11-10,2024-10-18,Cancelled,63,75.2,30,Yes,2024-12-23,null,Delayed,18,Order ORD00000314 - Quality issues detected
ORD00000315,2024-12-11,16:10,2024,5,May,Q2,Monday,CUST000116,Customer 116,OEM,Pune,India,customer116@company.com,9883117844,PROD000016,Product 16,PC935081,Electronics,Controllers,High-quality Product 16,722,1289.95,931343.9,2024-05-10,"Pune, 892563",FAC04,Factory 4,Plant 4,Pune,India,824918,LINE016,Assembly Line 16,Assembly,25648,31210,2024-11-26,2024-11-18,2024-10-24,2024-08-04,Planned,93,92.56,35,Yes,2024-05-01,2024-11-11,Pending,8,Order ORD00000315 - Production running smoothly
ORD00000316,2024-09-17,12:32,2024,8,August,Q3,Tuesday,CUST000117,Customer 117,Distributor,Hyderabad,India,customer117@company.com,9144412324,PROD000017,Product 17,PC617003,Automotive,Engines,High-quality Product 17,633,251.1,158946.3,2024-10-06,"Hyderabad, 229882",FAC05,Factory 5,Plant 5,Hyderabad,India,373158,LINE017,Assembly Line 17,Welding,4771,22703,2024-02-18,2024-12-17,2024-06-27,2024-06-05,In Progress,20,95.97,23,Yes,2024-06-17,2024-04-01,Shipped,-3,Order ORD00000316 - Production running smoothly
ORD00000317,2024-09-09,10:22,2024,2,February,Q1,Wednesday,CUST000118,Customer 118,Retailer,Chennai,India,customer118@company.com,9762605069,PROD000018,Product 18,PC985896,Machinery,Pumps,High-quality Product 18,33,4658.85,153742.05,2024-05-26,"Chennai, 290607",FAC06,Factory 6,Plant 6,Chennai,India,571324,LINE018,Assembly Line 18,Painting,20301,18719,2024-08-22,null,2024-09-11,2024-10-13,Completed,69,79.89,31,Yes,2024-11-06,null,In Transit,-4,Order ORD00000317 - Quality issues detected
ORD00000318,2024-09-15,17:08,2024,5,May,Q2,Thursday,CUST000119,Customer 119,Corporate,Kolkata,India,customer119@company.com,9820723228,PROD000019,Product 19,PC470184,Consumer Goods,Appliances,High-quality Product 19,440,984.45,433158,2024-08-07,"Kolkata, 359838",FAC07,Factory 7,Plant 7,Kolkata,India,682664,LINE019,Assembly Line 19,Packaging,10464,18159,2024-02-08,2024-06-11,2024-02-05,2024-05-10,On Hold,63,76.81,36,Yes,2024-06-12,2024-01-22,Delivered,1,Order ORD00000318 - Quality issues detected
ORD00000319,2024-12-10,10:58,2024,1,January,Q1,Friday,CUST000120,Customer 120,Individual,Jaipur,India,customer120@company.com,9984847676,PROD000020,Product 20,PC912159,Industrial Equipment,Motors,High-quality Product 20,43,3442.75,148038.25,2024-02-23,"Jaipur, 707740",FAC08,Factory 8,Plant 8,Jaipur,India,874781,LINE020,Assembly Line 20,Testing,46932,38984,2024-01-13,2024-11-08,2024-01-10,null,Cancelled,84,73.17,50,Yes,2024-09-02,2024-10-17,Delayed,11,Order ORD00000319 - Quality issues detected
ORD00000320,2024-03-10,09:38,2024,1,January,Q1,Saturday,CUST000121,Customer 121,OEM,Mumbai,India,customer121@company.com,9506512868,PROD000021,Product 21,PC467343,Electronics,Controllers,High-quality Product 21,76,1202.39,91381.64,2024-04-03,"Mumbai, 400624",FAC01,Factory 1,Plant 1,Mumbai,India,432480,LINE021,Assembly Line 21,Assembly,33406,35598,2024-04-07,2024-09-16,2024-06-25,2024-05-27,Planned,14,79.75,7,No,2024-08-22,2024-01-07,Pending,15,Order ORD00000320 - Quality issues detected
ORD00000321,2024-10-24,12:08,2024,6,June,Q2,Sunday,CUST000122,Customer 122,Distributor,Delhi,India,customer122@company.com,9453788097,PROD000022,Product 22,PC561548,Automotive,Engines,High-quality Product 22,612,736.89,450976.68,2024-09-21,"Delhi, 391807",FAC02,Factory 2,Plant 2,Delhi,India,253539,LINE022,Assembly Line 22,Welding,48300,9824,2024-02-14,2024-10-17,2024-05-20,2024-10-11,In Progress,34,99.97,29,Yes,2024-12-26,2024-05-07,Shipped,9,Order ORD00000321 - Production running smoothly
ORD00000322,2024-12-16,11:29,2024,3,March,Q1,Monday,CUST000123,Customer 123,Retailer,Bangalore,India,customer123@company.com,9267915885,PROD000023,Product 23,PC371885,Machinery,Pumps,High-quality Product 23,758,571.95,433538.1,2024-02-02,"Bangalore, 827771",FAC03,Factory 3,Plant 3,Bangalore,India,594439,LINE023,Assembly Line 23,Painting,29682,38641,2024-09-27,2024-02-04,2024-05-18,null,Completed,51,99.98,0,No,2024-12-27,2024-04-14,In Transit,-2,Order ORD00000322 - Production running smoothly
ORD00000323,2024-08-17,08:18,2024,7,July,Q3,Tuesday,CUST000124,Customer 124,Corporate,Pune,India,customer124@company.com,9268073549,PROD000024,Product 24,PC922887,Consumer Goods,Appliances,High-quality Product 24,965,1035.32,999083.8,2024-05-10,"Pune, 898367",FAC04,Factory 4,Plant 4,Pune,India,669651,LINE024,Assembly Line 24,Packaging,46615,31520,2024-02-02,2024-07-25,2024-07-05,2024-06-02,On Hold,2,90.1,48,Yes,2024-05-07,2024-04-18,Delivered,-4,Order ORD00000323 - Production running smoothly
ORD00000324,2024-12-26,13:51,2024,1,January,Q1,Wednesday,CUST000125,Customer 125,Individual,Hyderabad,India,customer125@company.com,9720270874,PROD000025,Product 25,PC744422,Industrial Equipment,Motors,High-quality Product 25,382,1754.56,670241.92,2024-02-03,"Hyderabad, 731033",FAC05,Factory 5,Plant 5,Hyderabad,India,205412,LINE025,Assembly Line 25,Testing,42403,2568,2024-09-13,2024-10-22,2024-06-19,2024-01-09,Cancelled,92,97.07,0,No,2024-06-21,2024-02-09,Delayed,-5,Order ORD00000324 - Production running smoothly
ORD00000325,2024-02-26,15:22,2024,1,January,Q1,Thursday,CUST000126,Customer 126,OEM,Chennai,India,customer126@company.com,9810159846,PROD000026,Product 26,PC116175,Electronics,Controllers,High-quality Product 26,226,490.99,110963.74,2024-01-07,"Chennai, 905188",FAC06,Factory 6,Plant 6,Chennai,India,180821,LINE026,Assembly Line 26,Assembly,37799,1367,2024-04-27,2024-01-09,2024-06-14,null,Planned,4,83.44,30,Yes,2024-01-12,2024-04-01,Pending,3,Order ORD00000325 - Quality issues detected
ORD00000326,2024-02-25,14:56,2024,8,August,Q3,Friday,CUST000127,Customer 127,Distributor,Kolkata,India,customer127@company.com,9200522915,PROD000027,Product 27,PC519527,Automotive,Engines,High-quality Product 27,972,4736.89,4604257.08,2024-04-24,"Kolkata, 244240",FAC07,Factory 7,Plant 7,Kolkata,India,330565,LINE027,Assembly Line 27,Welding,36612,26167,2024-07-17,2024-06-27,2024-10-18,2024-01-19,In Progress,17,81.24,24,Yes,2024-10-28,2024-08-23,Shipped,4,Order ORD00000326 - Quality issues detected
ORD00000327,2024-12-20,14:48,2024,5,May,Q2,Saturday,CUST000128,Customer 128,Retailer,Jaipur,India,customer128@company.com,9202143234,PROD000028,Product 28,PC525153,Machinery,Pumps,High-quality Product 28,217,3009.96,653161.32,2024-03-01,"Jaipur, 797953",FAC08,Factory 8,Plant 8,Jaipur,India,926181,LINE028,Assembly Line 28,Painting,25251,38511,2024-12-12,2024-04-08,2024-07-09,null,Completed,86,82.85,19,Yes,2024-10-02,2024-12-11,In Transit,14,Order ORD00000327 - Quality issues detected
ORD00000328,2024-11-15,15:44,2024,8,August,Q3,Sunday,CUST000129,Customer 129,Corporate,Mumbai,India,customer129@company.com,9862563361,PROD000029,Product 29,PC960869,Consumer Goods,Appliances,High-quality Product 29,485,1334.38,647174.3,2024-06-14,"Mumbai, 935629",FAC01,Factory 1,Plant 1,Mumbai,India,898133,LINE029,Assembly Line 29,Packaging,16429,4683,2024-07-28,2024-05-04,2024-12-06,2024-04-27,On Hold,68,91.53,49,Yes,2024-03-23,2024-04-02,Delivered,18,Order ORD00000328 - Production running smoothly
ORD00000329,2024-06-03,16:43,2024,12,December,Q4,Monday,CUST000130,Customer 130,Individual,Delhi,India,customer130@company.com,9288277363,PROD000030,Product 30,PC990530,Industrial Equipment,Motors,High-quality Product 30,484,1173.28,567867.52,2024-02-15,"Delhi, 265466",FAC02,Factory 2,Plant 2,Delhi,India,449103,LINE030,Assembly Line 30,Testing,26565,27326,2024-12-15,2024-10-23,2024-01-17,null,Cancelled,74,85.53,9,No,2024-12-08,2024-03-15,Delayed,4,Order ORD00000329 - Production running smoothly
ORD00000330,2024-08-05,12:03,2024,1,January,Q1,Tuesday,CUST000131,Customer 131,OEM,Bangalore,India,customer131@company.com,9182523928,PROD000031,Product 31,PC474058,Electronics,Controllers,High-quality Product 31,734,3933.36,2887086.24,2024-06-06,"Bangalore, 887737",FAC03,Factory 3,Plant 3,Bangalore,India,641060,LINE001,Assembly Line 1,Assembly,22889,15235,2024-02-07,2024-06-07,2024-06-02,null,Planned,15,86.87,9,No,2024-09-19,null,Pending,10,Order ORD00000330 - Production running smoothly
